"class","order","family","genus","sci_name","common_name","tax_level","qual_found","lipid_ww_percent","protein_ww_percent","energy_ww_kj_g","energy_method","lipid_ww","lipid_dw","lipid_afdw","protein_ww","protein_dw","protein_afdw","energy_ww","energy_dw","energy_afdw","n","water","ash_ww","ash_dw","life_stage","age","sex","ww_mean_g","ww_min_g","ww_max_g","length_mean_cm","length_min_cm","length_max_cm","length_type","start_year","end_year","start_month","end_month","start_day","end_day","lat","long","longhurst_province","specific_location","ocean_basin","publication_year","reference","url","notes"
"Actinopterygii","Perciformes","Mugilidae","Mugil","Mugil cephalus","Flathead grey mullet","species","yes",2.6,NA,NA,NA,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,317.515,NA,NA,NA,NA,NA,NA,"1973","1973","May","May",NA,NA,29.146,-83.042,"CARB","Cedar Key, Florida","Atlantic Ocean",1976,"Deng, J. C., Orthoefer, F. T., Dennison, R. A. & Watson, M. Lipids and fatty acids in mullet (Mugil cephalus): Seasonal and locational variations. J Food Science 41, 1479–1483 (1976).","10.1111/j.1365-2621.1976.tb01199.x","Seasonal variation in wet weight (minimum in May, maximum in October); approximate coordinates from https://latitude.to/articles-by-country/us/united-states/12685/cedar-key-florida"
"Actinopterygii","Perciformes","Mugilidae","Mugil","Mugil cephalus","Flathead grey mullet","species","yes",2.9,NA,NA,NA,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,498.952,NA,NA,NA,NA,NA,NA,"1973","1973","July","July",NA,NA,29.146,-83.042,"CARB","Cedar Key, Florida","Atlantic Ocean",1976,"Deng, J. C., Orthoefer, F. T., Dennison, R. A. & Watson, M. Lipids and fatty acids in mullet (Mugil cephalus): Seasonal and locational variations. J Food Science 41, 1479–1483 (1976).","10.1111/j.1365-2621.1976.tb01199.x","Seasonal variation in wet weight (minimum in May, maximum in October); approximate coordinates from https://latitude.to/articles-by-country/us/united-states/12685/cedar-key-florida"
"Actinopterygii","Perciformes","Mugilidae","Mugil","Mugil cephalus","Flathead grey mullet","species","yes",3.4,NA,NA,NA,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,589.67,NA,NA,NA,NA,NA,NA,"1973","1973","August","August",NA,NA,29.146,-83.042,"CARB","Cedar Key, Florida","Atlantic Ocean",1976,"Deng, J. C., Orthoefer, F. T., Dennison, R. A. & Watson, M. Lipids and fatty acids in mullet (Mugil cephalus): Seasonal and locational variations. J Food Science 41, 1479–1483 (1976).","10.1111/j.1365-2621.1976.tb01199.x","Seasonal variation in wet weight (minimum in May, maximum in October); approximate coordinates from https://latitude.to/articles-by-country/us/united-states/12685/cedar-key-florida"
"Actinopterygii","Perciformes","Mugilidae","Mugil","Mugil cephalus","Flathead grey mullet","species","yes",6.9,NA,NA,NA,6.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,771.107,NA,NA,NA,NA,NA,NA,"1973","1973","October","October",NA,NA,29.146,-83.042,"CARB","Cedar Key, Florida","Atlantic Ocean",1976,"Deng, J. C., Orthoefer, F. T., Dennison, R. A. & Watson, M. Lipids and fatty acids in mullet (Mugil cephalus): Seasonal and locational variations. J Food Science 41, 1479–1483 (1976).","10.1111/j.1365-2621.1976.tb01199.x","Seasonal variation in wet weight (minimum in May, maximum in October); approximate coordinates from https://latitude.to/articles-by-country/us/united-states/12685/cedar-key-florida"
"Actinopterygii","Perciformes","Mugilidae","Mugil","Mugil cephalus","Flathead grey mullet","species","yes",2.2,NA,NA,NA,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,589.67,NA,NA,NA,NA,NA,NA,"1973","1973","December","December",NA,NA,29.146,-83.042,"CARB","Cedar Key, Florida","Atlantic Ocean",1976,"Deng, J. C., Orthoefer, F. T., Dennison, R. A. & Watson, M. Lipids and fatty acids in mullet (Mugil cephalus): Seasonal and locational variations. J Food Science 41, 1479–1483 (1976).","10.1111/j.1365-2621.1976.tb01199.x","Seasonal variation in wet weight (minimum in May, maximum in October); approximate coordinates from https://latitude.to/articles-by-country/us/united-states/12685/cedar-key-florida"
"Actinopterygii","Perciformes","Mugilidae","Mugil","Mugil cephalus","Flathead grey mullet","species","yes",2.42,17.56,NA,NA,2.42,NA,NA,17.56,NA,NA,NA,NA,NA,NA,75.27,1.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.509,79.79,"INDE","Parangipettai station","Indian Ocean",2012,"Kumaran, R., Ravi, V., Gunalan, B., Murugan, S. & Sundramanickam, A. Estimation of proximate, amino acids, fatty acids and mineral composition of mullet (Mugil cephalus) of Parangipettai, Southeast Coast of India. Advances in Applied Science Research 3, 2015–2019 (2012).","https://www.researchgate.net/profile/Ravi-Velayutham/publication/236335898_Estimation_of_proximate_amino_acids_fatty_acids_and_mineral_composition_of_mullet_Mugil_cephalus_of_Parangipettai_Southeast_Coast_of_India/links/0046351e77af9a0e54000000/Estimation-of-proximate-amino-acids-fatty-acids-and-mineral-composition-of-mullet-Mugil-cephalus-of-Parangipettai-Southeast-Coast-of-India.pdf","No mention of date"
"Actinopterygii","Perciformes","Mugilidae","Mugil","Mugil cephalus","Flathead grey mullet","species","yes",11.55,16.12,7.836632,"bomb_calorimetry",11.55,NA,NA,16.12,NA,NA,7.836632,NA,NA,1,67.95,4.65,NA,NA,NA,NA,302.04,NA,NA,24.5,24.5,24.5,"SL","1972","1973",NA,NA,NA,NA,-33.87,25.64,"EAFR","Swartkops Estuary, South Africa","Indian Ocean",1977,"Marais, J. & Erasmus, T. Body composition of Mugil cephalus, Liza dumerili, Liza richardsoni and Liza tricuspidens (Teleostei: Mugilidae) caught in the Swartkops Estuary. Aquaculture 10, 75–86 (1977).","10.1016/0044-8486(77)90034-5","It says they were sampled for a different number of months (for each size class), but it does not say which months were sampled. It just says sampling occured from December 1972-1973"
"Actinopterygii","Perciformes","Mugilidae","Mugil","Mugil cephalus","Flathead grey mullet","species","yes",5.09,16.82,5.50196,"bomb_calorimetry",5.09,NA,NA,16.82,NA,NA,5.50196,NA,NA,8,74.74,3.95,NA,NA,NA,NA,3.99,NA,NA,5.5,2.6,6,"SL","1972","1973",NA,NA,NA,NA,-33.87,25.64,"EAFR","Swartkops Estuary, South Africa","Indian Ocean",1977,"Marais, J. & Erasmus, T. Body composition of Mugil cephalus, Liza dumerili, Liza richardsoni and Liza tricuspidens (Teleostei: Mugilidae) caught in the Swartkops Estuary. Aquaculture 10, 75–86 (1977).","10.1016/0044-8486(77)90034-5","It says they were sampled for a different number of months (for each size class), but it does not say which months were sampled. It just says sampling occured from December 1972-1973"
"Actinopterygii","Perciformes","Mugilidae","Mugil","Mugil cephalus","Flathead grey mullet","species","yes",2.5,17.88,4.857624,"bomb_calorimetry",2.5,NA,NA,17.88,NA,NA,4.857624,NA,NA,55,74.38,5.23,NA,NA,NA,NA,121.9,NA,NA,17.8,15.1,23,"SL","1972","1973",NA,NA,NA,NA,-33.87,25.64,"EAFR","Swartkops Estuary, South Africa","Indian Ocean",1977,"Marais, J. & Erasmus, T. Body composition of Mugil cephalus, Liza dumerili, Liza richardsoni and Liza tricuspidens (Teleostei: Mugilidae) caught in the Swartkops Estuary. Aquaculture 10, 75–86 (1977).","10.1016/0044-8486(77)90034-5","It says they were sampled for a different number of months (for each size class), but it does not say which months were sampled. It just says sampling occured from December 1972-1973"
"Actinopterygii","Perciformes","Mugilidae","Mugil","Mugil cephalus","Flathead grey mullet","species","yes",3.25,17.67,5.183976,"bomb_calorimetry",3.25,NA,NA,17.67,NA,NA,5.183976,NA,NA,66,74.05,4.8,NA,NA,NA,NA,14.27,NA,NA,8.61,6.1,10,"SL","1972","1973",NA,NA,NA,NA,-33.87,25.64,"EAFR","Swartkops Estuary, South Africa","Indian Ocean",1977,"Marais, J. & Erasmus, T. Body composition of Mugil cephalus, Liza dumerili, Liza richardsoni and Liza tricuspidens (Teleostei: Mugilidae) caught in the Swartkops Estuary. Aquaculture 10, 75–86 (1977).","10.1016/0044-8486(77)90034-5","It says they were sampled for a different number of months (for each size class), but it does not say which months were sampled. It just says sampling occured from December 1972-1973"
"Actinopterygii","Perciformes","Mugilidae","Mugil","Mugil cephalus","Flathead grey mullet","species","yes",2.05,17.26,4.619136,"bomb_calorimetry",2.05,NA,NA,17.26,NA,NA,4.619136,NA,NA,66,75.7,4.93,NA,NA,NA,NA,44.22,NA,NA,12.72,10.1,15,"SL","1972","1973",NA,NA,NA,NA,-33.87,25.64,"EAFR","Swartkops Estuary, South Africa","Indian Ocean",1977,"Marais, J. & Erasmus, T. Body composition of Mugil cephalus, Liza dumerili, Liza richardsoni and Liza tricuspidens (Teleostei: Mugilidae) caught in the Swartkops Estuary. Aquaculture 10, 75–86 (1977).","10.1016/0044-8486(77)90034-5","It says they were sampled for a different number of months (for each size class), but it does not say which months were sampled. It just says sampling occured from December 1972-1973"
"Actinopterygii","Perciformes","Mullidae","Mullus","Mullus barbatus barbatus","Red mullet","species","yes",4.61,18.5,4.79,"proximate_composition",4.61,NA,NA,18.5,NA,NA,4.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEDI","Central Tyrrhenian Sea; Central Adriatic Sea","Mediterranean",2016,"Di Lena, G. et al. Proximate composition and lipid profile of red mullet (Mullus barbatus) from two sites of the Tyrrhenian and Adriatic seas (Italy): a seasonal differentiation. Journal of Food Composition and Analysis 45, 121–129 (2016).","10.1016/j.jfca.2015.10.003","These values are an average of 4 values that make up two sites, from two different times of years (spring and autumn). Energy density is in kJ / 100g, so I divided by 100 to convert it to kJ / g"
"Actinopterygii","Perciformes","Mullidae","Mullus","Mullus barbatus barbatus","Red mullet","species","not_whole",4.2,19.21,NA,NA,4.2,NA,NA,19.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEDI","south Tyrrhenian; south Adriatic; Ionian seas","Mediterranean",2012,"Roncarati, A. et al. Fatty acid profile and proximate composition of fillets from Engraulis encrasicholus, Mullus barbatus, Merluccius merluccius and Sarda sarda caught in Tyrrhenian, Adriatic and Ionian seas: Quality traits of Mediterranean fish species. Journal of Applied Ichthyology 28, 545–552 (2012).","10.1111/j.1439-0426.2012.01948.x","these two values are averages based off of the three reported values in this paper"
"Malacostraca","Decapoda","Munididae","Munida","Munida quadrispina","Squat lobster","species","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Actinopterygii","Myctophiformes","Myctophidae","Myctophum","Myctophum punctatum","Spotted lanternfish","species","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Actinopterygii","Argentiniformes","Microstomatidae","Nansenia","Nansenia candida","Bluethroat Argentine","species","yes",19,12.1,10.40402,"proximate_composition",19,NA,NA,12.1,NA,NA,10.40402,NA,NA,2,70,1.1,NA,"adult",NA,NA,NA,NA,NA,21.5,21,22,"SL","1999","2000","May","May",NA,NA,54.5,-168,"BERS","Southeastern Bering Sea between 53°–56°N and 166°–170°W","Pacific Ocean",2015,"Sinclair, E. H., Walker, W. A. & Thomason, J. R. Body Size Regression Formulae, Proximate Composition and Energy Density of Eastern Bering Sea Mesopelagic Fish and Squid. PLoS ONE 10, 1–13 (2015).","10.1371/journal.pone.0132289","Energy density converted from cal/100g to kj/g. Paper lists energy content in cal/100g, though converted values do not make sense- it is probably supposed to be kcal/100g. Converted ED to kJ/g assuming kcal/100g. ""Consequently, samples analyzed for proximate composition and energetic value were collected within a very narrow seasonal and temporal band in a localized area of the southeastern Bering Sea between 53°–56°N and 166°–170°W during May 15–22, 1999 and 2000"" - quote that aided in lat/long determination; took the mean value for both lat/long for this."
"Actinopterygii","Argentiniformes","Microstomatidae","Nansenia","Nansenia macrolepis",NA,"species","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Malacostraca","Stomatopoda","Squillidae","Natosquilla","Natosquilla investigatoris",NA,"species","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Actinopterygii","Perciformes","Gempylidae","Nealotus","Nealotus tripes","Black snake mackerel","species","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Malacostraca","Euphausiacea","Euphausiidae","Nematoscelis","Nematoscelis difficilis","Krill","species","yes",NA,12.22,NA,NA,NA,NA,NA,12.22,56.59,NA,NA,NA,NA,NA,78.43,NA,NA,NA,NA,"M",0.02763,NA,NA,NA,NA,NA,NA,"1981","1981","April","April","7","7",32.75,-119.25,"CCAL","San Diego to south of Point Conception","Pacific Ocean",2010,"Williams, C. T. & Buck, C. L. Spatial and Temporal Variation in Tufted Puffin Fratercula cirrhata Nestling Diet Quality and Growth Rates. Marine Ornithology 38, 41–48 (2010).","http://www.marineornithology.org/PDF/38_1/38_1_41-48.pdf","Specific locations and lat and long estimated from Figure 1 (map with lat and long grid)"
"Malacostraca","Euphausiacea","Euphausiidae","Nematoscelis","Nematoscelis difficilis","Krill","species","yes",NA,10.65,NA,NA,NA,NA,NA,10.65,51.23,NA,NA,NA,NA,NA,79.22,NA,NA,NA,NA,"F",0.03473,NA,NA,NA,NA,NA,NA,"1981","1981","April","April","7","7",32.75,-119.25,"CCAL","San Diego to south of Point Conception","Pacific Ocean",2010,"Williams, C. T. & Buck, C. L. Spatial and Temporal Variation in Tufted Puffin Fratercula cirrhata Nestling Diet Quality and Growth Rates. Marine Ornithology 38, 41–48 (2010).","http://www.marineornithology.org/PDF/38_1/38_1_41-48.pdf","Specific locations and lat and long estimated from Figure 1 (map with lat and long grid)"
"Malacostraca","Euphausiacea","Euphausiidae","Nematoscelis","Nematoscelis difficilis","Krill","species","yes",NA,11.17,NA,NA,NA,NA,NA,11.17,52.92,NA,NA,NA,NA,NA,78.82,NA,NA,NA,NA,"M",0.03523,NA,NA,NA,NA,NA,NA,"1981","1981","April","April","27","27",36.25,-123.25,"CCAL","San Diego to south of Point Conception","Pacific Ocean",2010,"Williams, C. T. & Buck, C. L. Spatial and Temporal Variation in Tufted Puffin Fratercula cirrhata Nestling Diet Quality and Growth Rates. Marine Ornithology 38, 41–48 (2010).","http://www.marineornithology.org/PDF/38_1/38_1_41-48.pdf","Specific locations and lat and long estimated from Figure 1 (map with lat and long grid)"
"Malacostraca","Euphausiacea","Euphausiidae","Nematoscelis","Nematoscelis difficilis","Krill","species","yes",NA,11.58,NA,NA,NA,NA,NA,11.58,54.96,NA,NA,NA,NA,NA,78.94,NA,NA,NA,NA,"F",0.04359,NA,NA,NA,NA,NA,NA,"1981","1981","April","April","27","27",36.25,-123.25,"CCAL","San Diego to south of Point Conception","Pacific Ocean",2010,"Williams, C. T. & Buck, C. L. Spatial and Temporal Variation in Tufted Puffin Fratercula cirrhata Nestling Diet Quality and Growth Rates. Marine Ornithology 38, 41–48 (2010).","http://www.marineornithology.org/PDF/38_1/38_1_41-48.pdf","Specific locations and lat and long estimated from Figure 1 (map with lat and long grid)"
"Malacostraca","Euphausiacea","Euphausiidae","Nematoscelis","Nematoscelis difficilis","Krill","species","yes",3.4,NA,NA,NA,3.4,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,0.037,NA,NA,NA,NA,NA,NA,"1953","1953","May","May","25","25",NA,NA,"CCAL","150mi west of San Diego","Pacific Ocean",1955,"Fisher, L. R., Kon, S. K. & Thompson, S. Y. Vitamin A and carotenoids in certain invertebrates. III. Euphausiacea. J. Mar. Biol. Ass. 34, 81 (1955).","10.1017/S0025315400008626","Fat concentration given as Oil %, assuming ww; preservation method: ""The Pacific specimens were preserved by boiling and storage in the ship's refrigerator until the return to La Jolla. . . . eyes and bodies were then separated in the laboratory and preserved in absolute alcohol"""
"Malacostraca","Euphausiacea","Euphausiidae","Nematoscelis","Nematoscelis megalops","Krill","species","yes",1.5,NA,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.37,35.8,"SANT","Marion Island","Indian Ocean",1992,"Attwood, C. G. & Hearshaw, K. D. Lipid content and composition of sub-Antarctic euphausiids and copepods from the Prince Edward Islands. South African Journal of Antarctic Research 22, 3–13 (1992).","10.1017/S0954102003001573","This other paper in this comment has lipid dry mass but not wet mass, no way to convert. Huenerlage, K., & Buchholz, F. (2013). 2 PUBLICATION I. Krill in the Arctic and the Atlantic, 35(2), 15."
"Malacostraca","Euphausiacea","Euphausiidae","Nematoscelis","Nematoscelis megalops","Krill","species","yes",2.6,NA,NA,NA,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.2,NA,NA,NA,NA,NA,0.03383,NA,NA,NA,NA,NA,NA,"1975","1975","August","August",NA,NA,NA,NA,"NASW","Gulf stream; Chain 125; Ring D","Atlantic Ocean",1979,"Boyd, S. H., Wiebe, P. H. & Cox, J. L. Limits of Nematoscelis megalops in the northwestern Atlantic in relation to Gulf Stream cold core rings. II, Physiological and biochemical effects of expatriation. Journal of Marine Research 36, 143–159 (1979).","10.1575/1912/6977","Mean measurements for population in Chain 125, Ring D, August 1975. Other values from this paper visible at qual_db_id = 1534, 1535, 1536."
